Unnamed: 0,timestamp,open,high,low,close,volume,hold,ticker,logret,vol_10,vol_20,vol_60,sma_5,sma_10,sma_20,sma_60,ema_5,ema_10,ema_20,ema_60,rsi_14,macd,macd_sig,macd_hist,bb_mid,bb_up,bb_dn,bb_pct,pvol,v_ma_5,v_z_5,v_ma_10,v_z_10,v_ma_20,v_z_20,v_ma_60,v_z_60,ret_lag_1,ret_lag_2,ret_lag_3,ret_lag_5,ret_lag_10,fwd_close,y_reg,y_cls,sample_weight
60,2025-08-19 09:20:00,3149.0,3149.0,3145.0,3147.0,18269,1607733,RB0,-0.0003177124728868108,0.000805636486563328,0.0006194249073004577,0.0008769859224450756,3149.8,3154.2,3158.0,3160.233333333333,3149.7353308865117,3152.9165744373377,3155.9931162506905,3161.1066728258825,18.748717924138944,-3.1742094765604634,-1.597381999968297,-1.5768274765921664,3158.0,3168.915946808996,3147.084053191004,-0.003850018348140805,8.260375302433648e-07,20292.4,-0.09971220752597038,13551.6,0.348106496649842,9608.4,0.9013571458307313,15584.616666666667,0.17224570810746065,0.0003177124728868108,-0.0009528347552709704,-0.0022197567383130945,-0.00031660598649807525,-0.0006327111884587566,3106.0,-0.013113893355773953,0,1.0
61,2025-08-19 09:25:00,3147.0,3150.0,3146.0,3147.0,9808,1606441,RB0,0.0,0.000805636486563328,0.0006221963622686313,0.0008710911511831936,3147.8,3152.9,3157.2,3159.6833333333334,3148.8235539243415,3151.8408336305492,3155.13662898872,3160.644158962739,18.74871792413738,-3.4814325521897445,-1.9741921104125866,-1.5072404417771579,3157.2,3168.8907520806197,3145.50924791938,0.06375774930217046,8.263312609452179e-07,19417.4,-0.49488603005551723,13902.9,-0.294535672413669,9577.0,0.024120288190456297,15592.5,-0.37097963764630426,-0.0003177124728868108,0.0003177124728868108,-0.0009528347552709704,-0.00031670625759616655,0.0,3114.0,-0.01054154467046331,0,1.0
62,2025-08-19 09:30:00,3147.0,3159.0,3147.0,3154.0,36497,1602827,RB0,0.0022218704585768023,0.0011296530621712935,0.0008321566779488165,0.0009182593114598468,3148.6,3152.6,3156.8,3159.3,3150.5490359495616,3152.2334093340855,3155.028378608842,3160.426317685272,51.40851940929252,-3.1240553886264024,-2.20416476605535,-0.9198906225710526,3156.8,3168.3457898455626,3145.2542101544377,0.378743678975037,1.0713194476396144e-06,17710.0,1.0608130999435348,16518.5,1.2094621182310743,10938.45,2.336578765730062,15936.933333333332,1.2900892685334693,0.0,-0.0003177124728868108,0.0003177124728868108,-0.0022197567383130945,-0.0009498180229670083,3113.0,-0.013084597081375549,0,1.0
63,2025-08-19 09:35:00,3155.0,3156.0,3151.0,3153.0,18216,1604848,RB0,-0.0003171079779225039,0.0011011847498502028,0.0008321663218256043,0.0009182675690194059,3149.8,3152.0,3156.4,3158.9166666666665,3151.3660239663745,3152.3727894551603,3154.8351996937145,3160.1828318595253,48.21399436201135,-2.888229344368483,-2.3409776817179764,-0.5472516626505066,3156.4,3167.88729275055,3144.9127072494502,0.3520103877461597,1.1004167095125873e-06,18494.8,-0.015074507429115171,17429.3,0.045136637730717855,11548.6,0.5773340491488145,15654.183333333332,0.163650610965546,0.0022218704585768023,0.0,-0.0003177124728868108,-0.0009528347552709704,0.0006333122440942418,3115.0,-0.012125228323508708,0,1.0
64,2025-08-19 09:40:00,3152.0,3153.0,3147.0,3149.0,16201,1606184,RB0,-0.001269438444037263,0.0011489667284014283,0.0008627183059707204,0.0009279339542304733,3150.0,3151.0,3155.75,3158.5,3150.5773493109164,3151.759555008767,3154.279466389551,3159.8161816346224,37.46813454722322,-2.9896393741450993,-2.470710020203401,-0.5189293539416981,3155.75,3167.3734789610467,3144.1265210389533,0.20963942797929783,1.1586257874370142e-06,19798.2,-0.1816932852481539,18647.5,-0.1311972114224427,12037.75,0.3458495150671844,15678.966666666667,0.03329513637165711,-0.0003171079779225039,0.0022218704585768023,0.0,0.0003177124728868108,0.0,3114.0,-0.011176868707080345,0,1.0
65,2025-08-19 09:45:00,3148.0,3149.0,3145.0,3147.0,14385,1606961,RB0,-0.0006353240366170354,0.0011533649250016866,0.0008586324518868961,0.0009247012697844906,3150.0,3149.9,3154.95,3158.016666666667,3149.384899540611,3150.8941813708097,3153.5861838762607,3159.395978958077,33.19925146028902,-3.194565871843224,-2.6154811905313657,-0.5790846813118584,3154.95,3166.6744683416664,3143.2255316583332,0.1609654370532454,1.142654107676325e-06,19021.4,-0.24374651708076173,19656.9,-0.2681959006760985,12296.25,0.16986886245806646,15740.983333333334,-0.08614349590612193,-0.001269438444037263,-0.0003171079779225039,0.0022218704585768023,-0.0003177124728868108,-0.00031660598649807525,3113.0,-0.010862726622798746,0,1.0
66,2025-08-19 09:50:00,3147.0,3148.0,3142.0,3143.0,10415,1610186,RB0,-0.001271860266840008,0.0011893876235436155,0.0008883775622465344,0.0009339813769842087,3149.2,3148.5,3154.0,3157.5,3147.256599693741,3149.458875667026,3152.577975888046,3158.858405877484,26.287610075663764,-3.6378038301895685,-2.819945718463006,-0.8178581117265624,3154.0,3166.3799498340964,3141.6200501659036,0.0557332562970366,1.1632127989178174e-06,19142.8,-0.4559312117349604,19280.1,-0.4598057064019377,12494.7,-0.1664465733470992,15735.9,-0.33813763432660343,-0.0006353240366170354,-0.001269438444037263,-0.0003171079779225039,0.0,-0.00031670625759616655,3118.0,-0.007985987179845111,0,1.0
67,2025-08-19 09:55:00,3143.0,3150.0,3143.0,3149.0,17257,1610791,RB0,0.0019071843034570435,0.0012205213868053254,0.0010156672654653331,0.0009713492230925484,3148.2,3148.4,3153.35,3157.0833333333335,3147.837733129161,3149.3754437275666,3152.2372162796605,3158.535179455271,45.81258563259553,-3.464981104333674,-2.9489527956371395,-0.5160283086965345,3153.35,3165.319698584782,3141.3803014152177,0.3182911637586835,1.245251610262304e-06,15294.8,0.12829196851217411,16502.4,0.04572668217956167,13213.9,0.3059732554355641,15503.033333333333,0.11313699899589545,-0.001271860266840008,-0.0006353240366170354,-0.001269438444037263,0.0022218704585768023,-0.0022197567383130945,3116.0,-0.010534814110386037,0,1.0
68,2025-08-19 10:00:00,3149.0,3151.0,3147.0,3148.0,18102,1608791,RB0,-0.0003176115637302246,0.001183217004587674,0.00101567477326394,0.0009327614593110191,3147.2,3148.5,3152.7,3156.766666666667,3147.891822086108,3149.1253630498272,3151.833671872074,3158.1897637354264,43.592068441813005,-3.3698637994111778,-3.033134996391947,-0.3367288030192306,3152.7,3164.3275534829995,3141.072446517,0.2978938558798356,1.2671346124366428e-06,15272.0,0.18530644316396017,16883.4,0.0721774050250541,13952.35,0.29741584750955924,15106.666666666666,0.198278905560459,0.0019071843034570435,-0.001271860266840008,-0.0006353240366170354,-0.0003171079779225039,-0.0009528347552709704,3116.0,-0.010217202546655813,0,1.0
69,2025-08-19 10:05:00,3148.0,3148.0,3141.0,3141.0,15631,1608755,RB0,-0.002226109998646919,0.0013731223292227904,0.0011022674425267896,0.0009670887231728447,3145.6,3147.8,3151.65,3156.3,3145.5945480574055,3147.6480243134947,3150.801893598543,3157.626164924429,31.327728310433457,-3.8153432465587684,-3.1895766464253117,-0.6257666001334568,3151.65,3163.531431776207,3139.7685682237934,0.05182169116488803,1.340263431419998e-06,15158.0,0.03120464441219158,17478.1,-0.10568082343046434,14724.55,0.0615604551582222,15066.066666666668,0.03749706846732828,-0.0003176115637302246,0.0019071843034570435,-0.001271860266840008,-0.001269438444037263,0.0003177124728868108,3120.0,-0.006708218735118621,0,1.0
